Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Attention deficit hyperactivity disorder	C1263846	ZCCHC4	29063	Q9H5U6	zinc finger CCHC-type containing 4		3	0.931	0.115	2.1595e-10	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	GSK3B	2932	P49841	glycogen synthase kinase 3 beta	Kinase	393	0.43	0.846	0.95571	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	GYPA	2993	P02724	glycophorin A (MNS blood group)		136	0.538	0.885	0.0010811	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PADI1	29943	Q9ULC6	peptidyl arginine deiminase 1		54	0.644	0.692	2.0388e-15	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	GUCY2D	3000	Q02846	guanylate cyclase 2D, retinal	Kinase	121	0.57	0.769	6.4574e-10	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	HFE	3077	Q30201	homeostatic iron regulator		415	0.436	0.846	2.5587e-08	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	HGF	3082	P14210	hepatocyte growth factor	Enzyme	671	0.374	0.885	0.99947	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	KCNIP1	30820	Q9NZI2	potassium voltage-gated channel interacting protein 1	Ion channel	21	0.716	0.5	0.0042091	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	NT5C	30833	Q8TCD5	5', 3'-nucleotidase, cytosolic		25	0.729	0.231	0.0027292	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	HK1	3098	P19367	hexokinase 1	Kinase	161	0.542	0.731	0.91459	0.01		1.0	1	0	2000.0	2000.0
Attention deficit hyperactivity disorder	C1263846	ACACA	31	Q13085	acetyl-CoA carboxylase alpha		241	0.48	0.846	1.0	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	HP	3240	P00738	haptoglobin	Enzyme	464	0.412	0.885	1.736e-05	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	HPRT1	3251	P00492	hypoxanthine phosphoribosyltransferase 1	Enzyme	210	0.5	0.808	0.93728	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	HRC	3270	P23327	histidine rich calcium binding protein		48	0.663	0.577	9.9367e-09	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	HTR1D	3352	P28221	5-hydroxytryptamine receptor 1D	G-protein coupled receptor	26	0.716	0.308	0.00064061	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	HTR1E	3354	P28566	5-hydroxytryptamine receptor 1E	G-protein coupled receptor	9	0.805	0.192	0.29344	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	HTR3A	3359	P46098	5-hydroxytryptamine receptor 3A	Ion channel	75	0.608	0.538	1.7499e-10	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	HTR4	3360	Q13639	5-hydroxytryptamine receptor 4	G-protein coupled receptor	80	0.61	0.615	0.024701	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	HTR5A	3361	P47898	5-hydroxytryptamine receptor 5A	G-protein coupled receptor	25	0.716	0.231	0.0062906	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	HTR6	3362	P50406	5-hydroxytryptamine receptor 6	G-protein coupled receptor	57	0.626	0.5	0.00018524	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	NAT8L	339983	Q8N9F0	N-acetyltransferase 8 like		32	0.722	0.346	0.86458	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	COL6A4P1	344875		collagen type VI alpha 4 pseudogene 1		21	0.711	0.385		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	IGF2	3481	P01344	insulin like growth factor 2		604	0.39	0.885	0.044127	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	IGFALS	3483	P35858	insulin like growth factor binding protein acid labile subunit	Receptor	203	0.511	0.846	5.4379e-11	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	APP	351	P05067	amyloid beta precursor protein	Enzyme modulator	485	0.422	0.846	0.046544	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	APRT	353	P07741	adenine phosphoribosyltransferase		384	0.423	0.846	5.4539e-13	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	KLK3	354	P07288	kallikrein related peptidase 3	Enzyme	358	0.443	0.885	4.4271e-06	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	IL1A	3552	P01583	interleukin 1 alpha		1002	0.333	0.962	0.0001602	0.01		1.0	1	0	2004.0	2004.0
Attention deficit hyperactivity disorder	C1263846	IL2	3558	P60568	interleukin 2		950	0.336	0.885	0.47968	0.01		1.0	1	0	2000.0	2000.0
Attention deficit hyperactivity disorder	C1263846	IL16	3603	Q14005	interleukin 16	Signaling	193	0.501	0.846	1.2449e-10	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	ITGA1	3672	P56199	integrin subunit alpha 1		58	0.644	0.654	2.6124e-16	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	ITPA	3704	Q9BY32	inosine triphosphatase	Enzyme	77	0.604	0.5	1.0144e-07	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	KCNC1	3746	P48547	potassium voltage-gated channel subfamily C member 1	Ion channel	43	0.711	0.154	0.98957	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	KCNJ5	3762	P48544	potassium inwardly rectifying channel subfamily J member 5	Ion channel	123	0.56	0.577	0.00033577	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	KCNJ6	3763	P48051	potassium inwardly rectifying channel subfamily J member 6	Ion channel	104	0.615	0.692	0.54063	0.01		1.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	KCNJ11	3767	Q14654	potassium inwardly rectifying channel subfamily J member 11	Ion channel	218	0.529	0.615	0.010894	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SNORC	389084	Q6UX34	secondary ossification center associated regulator of chondrocyte maturation		2	0.931	0.038	0.60161	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FEZF1	389549	A0PJY2	FEZ family zinc finger 1		73	0.628	0.654	0.95043	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	LAIR1	3903	Q6GTX8	leukocyte associated immunoglobulin like receptor 1	Receptor	89	0.569	0.692	3.2563e-07	0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	LOC390714	390714		immunoglobulin heavy chain variable region		55	0.617	0.615		0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	LAMB2	3913	P55268	laminin subunit beta 2	Enzyme modulator	116	0.601	0.654	2.5006e-19	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	LAMC2	3918	Q13753	laminin subunit gamma 2	Enzyme modulator	602	0.389	0.923	2.8791e-12	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	ELFN1	392617	P0C7U0	extracellular leucine rich repeat and fibronectin type III domain containing 1		6	0.931	0.077	0.99882	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	LGALS3	3958	P17931	galectin 3	Signaling	557	0.392	0.846	2.3207e-05	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	FADS1	3992	O60427	fatty acid desaturase 1		125	0.582	0.769	0.37384	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	LMNA	4000	P02545	lamin A/C		824	0.384	0.885	0.9994	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	LMX1B	4010	O60663	LIM homeobox transcription factor 1 beta	Nucleic acid binding	132	0.565	0.731	0.74637	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	LRP6	4040	O75581	LDL receptor related protein 6		134	0.536	0.808	0.69664	0.01		1.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	LRP5	4041	O75197	LDL receptor related protein 5		283	0.485	0.846	0.50992	0.01		1.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CYP4F3	4051	Q08477	cytochrome P450 family 4 subfamily F member 3	Enzyme	114	0.551	0.808	3.5413e-16	0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	ARNTL	406	O00327	aryl hydrocarbon receptor nuclear translocator like	Transcription factor	200	0.51	0.885	0.99444	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	DYX8	406874		dyslexia susceptibility 8		6	0.861	0.115		0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	MIR107	406901		microRNA 107		123	0.543	0.769		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MIR138-1	406929		microRNA 138-1		8	0.861	0.192		0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	MIR142	406934		microRNA 142		220	0.48	0.846		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MIR320A	407037		microRNA 320a		145	0.526	0.808		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MIR34B	407041		microRNA 34b		165	0.509	0.808		0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	MIR34C	407042		microRNA 34c		131	0.541	0.885		0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	MXD1	4084	Q05195	MAX dimerization protein 1	Transcription factor	101	0.564	0.692	0.23163	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	MAP1B	4131	P46821	microtubule associated protein 1B	Cellular structure	59	0.628	0.5	1.0	0.01		1.0	1	1	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	MARK1	4139	Q9P0L2	microtubule affinity regulating kinase 1	Kinase	40	0.663	0.577	0.60045	0.01		1.0	1	0	2010.0	2010.0
Attention deficit hyperactivity disorder	C1263846	MFAP1	4236	P55081	microfibril associated protein 1	Extracellular structure	357	0.431	0.846	0.79602	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	MFGE8	4240	Q08431	milk fat globule-EGF factor 8 protein	Enzyme	120	0.548	0.808	4.3953e-05	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	MIP	4284	P30301	major intrinsic protein of lens fiber	Ion channel	181	0.507	0.846	0.030956	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	NR3C2	4306	P08235	nuclear receptor subfamily 3 group C member 2	Nuclear receptor	287	0.469	0.846	0.83739	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	MNT	4335	Q99583	MAX network transcriptional repressor	Transcription factor	39	0.663	0.615	0.99739	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MOG	4340	Q16653	myelin oligodendrocyte glycoprotein	Enzyme modulator	136	0.546	0.731	0.13748	0.01		1.0	1	1	2001.0	2001.0
Attention deficit hyperactivity disorder	C1263846	MPP2	4355	Q14168	membrane palmitoylated protein 2	Enzyme	12	0.78	0.308	2.876e-07	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	ASMT	438	P46597	acetylserotonin O-methyltransferase		27	0.691	0.346	1.2722e-20	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	MIR148B	442892		microRNA 148b		78	0.592	0.692		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	MSMB	4477	P08118	microseminoprotein beta	Signaling	195	0.498	0.846	0.016199	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	ADHD2	450088		Attention deficit-hyperactivity disorder, susceptibility to, 2		2	0.931	0.115		0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	ADHD4	450090		Attention deficit-hyperactivity disorder, susceptibility to, 4		2	1.0	0.038		0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	MTHFD1	4522	P11586	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	Enzyme	121	0.554	0.769	0.0044614	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	MTNR1A	4543	P48039	melatonin receptor 1A	G-protein coupled receptor	79	0.59	0.808	7.2327e-07	0.01		1.0	1	1	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	MYO5B	4645	Q9ULV0	myosin VB	Cellular structure	60	0.641	0.731	3.3805e-23	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	MYT1	4661	Q01538	myelin transcription factor 1	Transcription factor	28	0.722	0.423	0.97791	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	ATM	472	Q13315	ATM serine/threonine kinase	Kinase	684	0.374	0.885	5.5884e-47	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	NF1	4763	P21359	neurofibromin 1	Enzyme modulator	380	0.44	0.885	0.90175	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	NFKB1	4790	P19838	nuclear factor kappa B subunit 1	Transcription factor	551	0.396	0.923	1.0	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	NGFR	4804	P08138	nerve growth factor receptor	Receptor	256	0.477	0.846	0.097889	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	NTRK1	4914	P04629	neurotrophic receptor tyrosine kinase 1	Kinase	443	0.422	0.808	1.9568e-06	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	NTRK3	4916	Q16288	neurotrophic receptor tyrosine kinase 3	Kinase	150	0.522	0.692	0.9983	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	MIR378A	494327		microRNA 378a		127	0.532	0.808		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	OPRM1	4988	P35372	opioid receptor mu 1	G-protein coupled receptor	370	0.457	0.808	7.8882e-11	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	PRKN	5071	O60260	parkin RBR E3 ubiquitin protein ligase	Enzyme	409	0.431	0.846	6.9346e-07	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	SPOCK3	50859	Q9BQ16	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	Enzyme modulator	7	0.89	0.154	0.013583	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	PC	5091	P11498	pyruvate carboxylase	Enzyme	183	0.515	0.808	0.013834	0.01		0.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	ASCC1	51008	Q8N9N2	activating signal cointegrator 1 complex subunit 1		209	0.495	0.846	2.6051e-14	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	GAL	51083	P22466	galanin and GMAP prepropeptide		226	0.493	0.846	4.3885e-06	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	IPO11	51194	Q9UI26	importin 11	Enzyme modulator	15	0.76	0.385	0.0016626	0.01		1.0	1	0	2015.0	2015.0
Attention deficit hyperactivity disorder	C1263846	PLA1A	51365	Q53H76	phospholipase A1 member A	Enzyme	35	0.678	0.5	4.3709e-11	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PDE2A	5138	O00408	phosphodiesterase 2A		47	0.666	0.577	0.631	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	PDE4A	5141	P27815	phosphodiesterase 4A		168	0.523	0.846	0.98167	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PDE4D	5144	Q08499	phosphodiesterase 4D		210	0.519	0.846	0.9998	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	GPRC5B	51704	Q9NZH0	G protein-coupled receptor class C group 5 member B	G-protein coupled receptor	13	0.805	0.385	0.024183	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	PFN1	5216	P07737	profilin 1		119	0.565	0.769	0.73258	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SERPINA1	5265	P01009	serpin family A member 1	Enzyme modulator	482	0.41	0.923	6.8497e-08	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	PIK3CB	5291	P42338	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Kinase	1083	0.322	0.885	0.99964	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	PIK3CD	5293	O00329	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Kinase	1119	0.319	0.885	0.99999	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	SERPINF2	5345	P08697	serpin family F member 2	Enzyme modulator	104	0.575	0.808	0.013624	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PMCH	5367	P20382	pro-melanin concentrating hormone		57	0.615	0.808	0.11486	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CNTN5	53942	O94779	contactin 5		34	0.695	0.462	6.1963e-05	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	PON1	5444	P27169	paraoxonase 1		496	0.409	0.885	9.8142e-11	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CCHCR1	54535	Q8TD31	coiled-coil alpha-helical rod protein 1		193	0.505	0.808	1.0122e-16	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	P4HTM	54681	Q9NXG6	prolyl 4-hydroxylase, transmembrane		59	0.666	0.5	3.9204e-09	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	PPIA	5478	P62937	peptidylprolyl isomerase A		180	0.51	0.769	0.55734	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	TRIT1	54802	Q9H3H1	tRNA isopentenyltransferase 1	Enzyme	73	0.621	0.692	4.0895e-11	0.01		1.0	1	0	2005.0	2005.0
Attention deficit hyperactivity disorder	C1263846	TTC12	54970	Q9H892	tetratricopeptide repeat domain 12		15	0.78	0.192	1.7871e-17	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	AVP	551	P01185	arginine vasopressin	Signaling	454	0.437	0.846	0.074413	0.01		1.0	1	0	2010.0	2010.0
Attention deficit hyperactivity disorder	C1263846	PIDD1	55367	Q9HB75	p53-induced death domain protein 1		15	0.76	0.231	6.435e-17	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SLC30A10	55532	Q6XR72	solute carrier family 30 member 10	Transporter	120	0.578	0.654	0.97952	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PRKCB	5579	P05771	protein kinase C beta	Kinase	317	0.453	0.885	1.0	0.01		1.0	1	1	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PRKCD	5580	Q05655	protein kinase C delta	Kinase	287	0.48	0.846	0.99995	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	EAF2	55840	Q96CJ1	ELL associated factor 2		35	0.695	0.538	2.2166e-07	0.01		1.0	1	0	2003.0	2003.0
Attention deficit hyperactivity disorder	C1263846	ASH1L	55870	Q9NR48	ASH1 like histone lysine methyltransferase		63	0.623	0.577	1.0	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PSPN	5623	O60542	persephin	Signaling	70	0.608	0.769	0.00011172	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	PROC	5624	P04070	protein C, inactivator of coagulation factors Va and VIIIa	Enzyme	200	0.504	0.808	1.9118e-05	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	KYAT3	56267	Q6YP21	kynurenine aminotransferase 3	Enzyme	18	0.76	0.269	7.1258e-16	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	RELN	5649	P78509	reelin		178	0.515	0.731	1.0	0.01		1.0	1	2	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	DNAJC12	56521	Q9UKB3	DnaJ heat shock protein family (Hsp40) member C12		35	0.705	0.423	2.0723e-06	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	PSD	5662	A5PKW4	pleckstrin and Sec7 domain containing		59	0.626	0.654	0.90358	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	PSG5	5673	Q15238	pregnancy specific beta-1-glycoprotein 5		61	0.631	0.615	8.8239e-22	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	LXN	56925	Q9BS40	latexin		63	0.633	0.615	1.8254e-06	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PSPH	5723	P78330	phosphoserine phosphatase	Enzyme	114	0.57	0.808	0.00096703	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	PTGDS	5730	P41222	prostaglandin D2 synthase	Enzyme	195	0.503	0.846	0.0050922	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	PTH	5741	P01270	parathyroid hormone		528	0.397	0.846	0.012093	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	KIDINS220	57498	Q9ULH0	kinase D interacting substrate 220		145	0.534	0.769	0.073562	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	NUFIP2	57532	Q7Z417	nuclear FMR1 interacting protein 2		58	0.641	0.577	0.99891	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder	C1263846	LRRC7	57554	Q96NW7	leucine rich repeat containing 7		26	0.722	0.462	1.0	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	DPP10	57628	Q8N608	dipeptidyl peptidase like 10	Enzyme	32	0.695	0.577	0.99999	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	HAMP	57817	P81172	hepcidin antimicrobial peptide		377	0.433	0.846	0.0081797	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	PTPRC	5788	P08575	protein tyrosine phosphatase receptor type C	Enzyme	366	0.435	0.808	1.0	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PTPRN2	5799	Q92932	protein tyrosine phosphatase receptor type N2		40	0.678	0.577	5.392e-07	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	PEX2	5828	P28328	peroxisomal biogenesis factor 2		152	0.582	0.654	0.00025931	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	RAB3A	5864	P20336	RAB3A, member RAS oncogene family		30	0.691	0.462	0.9463	0.01		1.0	1	0	2004.0	2004.0
Attention deficit hyperactivity disorder	C1263846	RARA	5914	P10276	retinoic acid receptor alpha	Nuclear receptor	274	0.47	0.846	0.96305	0.01		1.0	1	0	2005.0	2005.0
Attention deficit hyperactivity disorder	C1263846	REG1A	5967	P05451	regenerating family member 1 alpha		264	0.467	0.846	1.3499e-05	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	S100B	6285	P04271	S100 calcium binding protein B	Calcium-binding protein	599	0.383	0.923	0.04387	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	ATXN7	6314	O15265	ataxin 7		162	0.581	0.654	0.9595	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SCD	6319	O00767	stearoyl-CoA desaturase		225	0.49	0.808	0.96968	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	SCT	6343	P09683	secretin		230	0.484	0.846	1.4425e-07	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	BHMT	635	Q93088	betaine--homocysteine S-methyltransferase		71	0.595	0.731	3.739e-14	0.01		1.0	1	1	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CCL11	6356	P51671	C-C motif chemokine ligand 11	Signaling	250	0.473	0.885	0.010211	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SDHD	6392	O14521	succinate dehydrogenase complex subunit D	Transporter	348	0.472	0.885	0.33697	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	SLC39A8	64116	Q9C0K1	solute carrier family 39 member 8	Transporter	138	0.584	0.769	0.66924	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	NSD1	64324	Q96L73	nuclear receptor binding SET domain protein 1	Epigenetic regulator	247	0.505	0.769	1.0	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	SKI	6497	P12755	SKI proto-oncogene		255	0.503	0.808	0.99901	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SLC5A4	6527	Q9NY91	solute carrier family 5 member 4	Transporter	10	0.839	0.192	1.148e-16	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	SLC6A1	6529	P30531	solute carrier family 6 member 1	Transporter	106	0.592	0.538	0.99993	0.01		1.0	1	3	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SLC16A1	6566	P53985	solute carrier family 16 member 1	Transporter	195	0.499	0.846	0.00073565	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SLC18A2	6571	Q05940	solute carrier family 18 member A2	Transporter	150	0.554	0.769	0.075523	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	SMN1	6606	Q16637	survival of motor neuron 1, telomeric	Epigenetic regulator	317	0.454	0.769	0.015829	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SMN2	6607	Q16637	survival of motor neuron 2, centromeric		299	0.459	0.769	0.10337	0.01		1.0	1	0	2017.0	2017.0
